product_id,title,product_description,rating,ratings_count,initial_price,discount,currency,delivery_options,product_details,seller_name,category,total_amount_to_be_paid
8376765,Lino Perros,Women Navy Blue Solid Backpack,3.8,15,3995,58.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Navy Blue solid backpackNon-Padded haul loop1 main compartment with flap and button closureNon-Padded backPadded shoulder strap: Non-PaddedWater-resistance: No"",""material_and_care"":""Synthetic Leather. Wipe with a clean, dry cloth to remove dust"",""size_and_fit"":""Height: 34 cm. Width: 33 cm. Depth: 14 cm. Volume: 15.7 litres""}",Unknown seller,backpacks,1677.9
9136281,Tommy Hilfiger,Unisex Navy Blue Striped Backpack,4.5,67,2899,35.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Navy Blue backpackNon-Padded haul loop1 main compartment with zip closurePadded Mesh backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 2 yearsWarranty provided by brand/manufacturer"",""material_and_care"":""Polyester. Wipe with a clean, dry cloth to remove dust"",""size_and_fit"":""Height: 47 cm. Width: 31 cm. Depth: 14 cm. Laptop Sleeve: 36 cm ( Can hold upto 15 inch laptop)""}",Unknown seller,backpacks,1884.35
17633752,Lavie,Aries Women Pink Mini Backpack,4.4,226,2999,65.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Pink solid backpacks  Non-padded sternum shoulder straps, has 1 main compartment with zip closure,  Zip pocket,   Non-padded back  Water Resistance: no "",""material_and_care"":""Material: Synthetic. Wipe with a damp cloth"",""size_and_fit"":""Dimensions:&nbsp;28.5 X 23.5 X 11 cm. Volume: Up to 23 Litres. Laptop compartment can hold laptop""}",Unknown seller,backpacks,1049.6499999999999
1376949,F Gear,Unisex Navy & Grey Printed Burner Backpack,4.4,1052,1675,52.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Navy and grey printed backpackOne haul loop, two padded and adjustable shoulder strapsTwo main zip compartments, one with a slip pocket and the other with two slip pocketsTwo slip pockets on the frontA zip pocket on either sideWarranty: 1 year against manufacturing defects"",""material_and_care"":""Polyester. Wipe with a clean, dry cloth when needed"",""size_and_fit"":""Height: 45 cm. Width: 31 cm. Depth: 20 cm""}",Unknown seller,backpacks,804.0
13939916,MYTRIDENT,Men Blue Solid Bath Robe,4.7,12,2899,17.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Blue solid bath robe, has a shawl collar with an open front, three-quarter sleeves, two patch pockets on the front, and belt loops on either side of the waistComes with a fabric beltFeatures:Highly absorbentBreathableRemain soft after multiple wash and dry cycles"",""material_and_care"":""Terry cotton. Warm machine-wash. Wash separately on first use. Do not bleach. Line dry in shade. Do not iron. Do not dry clean"",""size_and_fit"":""The model (height (6') is wearing size M""}",Unknown seller,bath-robe,2406.17
17198778,H&M,Beige & Tan Solid Stoneware Soap Dispenser,4.5,42,1399,56.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Soap dispenser in glazed stoneware with a plastic pump."",""material_and_care"":""100% Stoneware. Wipe with a damp cloth to remove the dust"",""size_and_fit"":""Dimension:. Diameter 8 cm.. Height excluding pump 13 cm.""}",H &███Hen███ & █████████eta█████████████████████,bathroom-accessories,615.56
19851824,AVI Living,Grey Solid 500 GSM Pure Cotton Bath Towel,4.0,5,1399,65.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Set content: 1 Bath TowelFeature: OEKO-TEX 100 Certified to be Free from Harmful ChemicalsMaterial: 100% CottonGSM: 500Colour: Grey"",""material_and_care"":""Cotton. Machine wash cold, gentle cycle. Do not bleach. Tumble dry low, delicate cycle. Remove promptly or line dry."",""size_and_fit"":""Dimensions: 142.24 cm x 76.2 cm (Length x Width)""}",Unknown seller,bath-towels,489.65
18602872,My Room,Yellow & Green Floral 140 TC King Bedsheet with 2 Pillow Covers,4.7,10,2999,54.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set content: 1 king bedsheet with 2 pillow covers  Quality: fine  Thread count: 140  Colour: yellow and green  Pattern: floral"",""material_and_care"":""Cotton. Machine wash cold. Wash dark colours seperately. Do not soak. Do not bleach, tumble dry low , warm iron if necessary"",""size_and_fit"":""1N King bedsheet 2.74 metre x 2.74 metre &amp; 2N Pillow Covers 43cms x 68cms""}",Unknown seller,bedsheets,1379.54
18602850,My Room,Ethnic Print 144 TC Super King Bedsheet with 2 Pillow Covers,4.5,22,2999,54.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Dimensions: Super King bedsheet 2.74 metre x 2.74 metre & 2N Pillow Covers 43cms x 68cms"",""material_and_care"":""Machine wash cold. Wash dark colours seperately. Do not soak. Do not bleach, tumble dry low , warm iron if necessary"",""size_and_fit"":""/""}",Unknown seller,bedsheets,1379.54
8961147,Story@home,Pink & White Floral 160 TC Cotton 1 King Bedsheet with 2 Pillow Covers,3.7,7,2199,53.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set content: 1 King bedsheet with 2 pillow coversQuality: RegularThread count: 160Colour: Pink and WhitePattern: Floral"",""material_and_care"":""100% Cotton. Machine-wash"",""size_and_fit"":""King bedsheet: 2.7 metres&nbsp;x 2.7 metres (length x width). Pillow covers: 69 cm x 46 cm (length x width)""}",Unknown seller,bedsheets,1033.53
8430275,MYTRIDENT,Sea Green Floral Flat 120 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,4.4,26,2199,46.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set content: 1 Queen bedsheet with 2 pillow coversQuality: RegularThread count: 120Colour: Sea GreenPattern: Floral flat"",""material_and_care"":""Cotton.  Machine-wash"",""size_and_fit"":""Queen Size Bedsheet:. Length: 2.24 m. Width:&nbsp;2.54 m,. Pillow Covers:. Length: 43 cm. Width:&nbsp;68 cm""}",Unknown seller,bedsheets,1187.46
18346118,Arrabi,Pink & White Graphic 300 TC King Bedsheet with 2 Pillow Covers,0.0,0,3329,74.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set Content: 1 King Bedsheet with 2 Pillow CoversQuality: FineThread Count: 300Colour: Pink and WhitePattern: Graphic"",""material_and_care"":""Polycotton. Machine wash cold"",""size_and_fit"":""Bed Sheet Size : 270 X 260 cm or 108 X 104 Inches. Pillow Cover Size : 70 x 45 cm or 28 x 18 Inches""}",Sig███Ove███as,bedsheets,865.54
18327434,BELLA CASA,Unisex Blue Bedsheets,0.0,0,1499,73.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""WHAT YOU GET : 1 Double Bedsheet with 2 pillow coverSize : Bedsheet - 60 inch x 90 inch or 149 cm x 228 cmPillow Cover : 17 inch x 27 inch or 43 cm x 68 cmFabric & Colour : Cotton Makes skin moisture free & Blue Colour Helps to sleep betterWash Instruction :  Machine wash, Wash separately with like colours, Tumble dry at low temperature, Do not bleach.Thread Count : Long-lasting and luxuriously soft 150 TC bedsheetColour fade resistant for all-season useTrusted by 1 million+ delighted customers and reviewed by many Celebrities like Shraddha Kapoor. Bella Casa is available in more than 4000 outlets across India"",""material_and_care"":""Regular Machine Wash"",""size_and_fit"":""Single Bedsheet: 1.52 m x 2.29 m (length x width). Pillow Cover:&nbsp;43 cm x 68 cm&nbsp;(length x width)""}",Bel███Cas███ash█████████ail█████████,bedsheets,404.73
18492504,ROMEE,Blue & Beige Conversational 160 TC King Bedsheet with 2 Pillow Covers,3.9,10,3499,65.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set content: 1 king bedsheet with 2 pillow covers  Quality: fine  Thread count: 160  Colour: blue and beige  Pattern: conversational"",""material_and_care"":""Cotton. Machine Wash"",""size_and_fit"":""Bedsheet: 2.54 m x 2.74 m\nPillow Covers: 46 cm x 69 cm""}",Unknown seller,bedsheets,1224.65
13729978,DDecor,White & Brown Floral 350 TC Cotton 1 King Bedsheet with 2 Pillow Covers,3.6,15,1599,20.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set content: 1 King bedsheet with 2 pillow coversQuality: SuperfineThread count: 350Colour: White and BrownPattern: Floral"",""material_and_care"":""Material: Cotton.   Machine Wash"",""size_and_fit"":""Fitted Sheet - 180 CM X 198 CM ; Pillow Covers : 46 CM X 68 CM""}",Unknown seller,bedsheets,1279.2
19788630,Home Ecstasy,140tc Pure Cotton printed Teal Blue Single Bedsheet with 1 Pillow Cover,4.5,6,1199,42.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""140tc 100% Cotton Printed Teal Blue Single Bedsheet with 1 Pillow Cover"",""material_and_care"":""Cotton. Machine wash"",""size_and_fit"":""Dimensions: Single bedsheet 1.50 metre x 2.20 metre. 1N Pillow Covers 43cm x 68cm""}",Unknown seller,bedsheets,695.4200000000001
20296382,DREAM WEAVERZ,Grey & Coral Printed 220 TC Glazed Cotton King Bedsheet with 2 Pillow Covers,3.8,18,2599,78.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set Content : 1 King bedsheet with 2 pillow coversQuality: SuperfineThread count: 220Colour: grey and coralPattern: floral"",""material_and_care"":""Material - Glazed Cotton. Machine Wash"",""size_and_fit"":""Queen Bedsheet: 2.55 m x 2.35 m (length x width)Pillow Cover: 46 cm x 71 cm (length x width). . Double Bed Sheet: 235 X 260 Cm. 2 Pillow Covers : 71 x 46 Cm""}",Unknown seller,bedsheets,571.78
18346134,Arrabi,Pink & Grey Striped 300 TC King Cotton Bedsheet With 2 Pillow Covers,4.3,12,6329,76.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Set content: 1 king bedsheet with 2 pillow coversQuality: fineThread count: 300Colour: pink and greyPattern: striped"",""material_and_care"":""Cotton. Machine wash cold"",""size_and_fit"":""Bed Sheet Size : 270 X 270 cm&nbsp;. Pillow Cover Size : 70 x 45 cm""}",Unknown seller,bedsheets,1518.96
22409156,Kastner,Women Textured Tang Slim Belt,3.8,9,1399,84.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Brown textured synthetic leather beltSecured with a tang closureWarranty: 3 monthsWarranty provided by brand owner/manufacturer"",""material_and_care"":""Synthetic Leather. Wipe with a clean and dry cloth to remove dust"",""size_and_fit"":""Width: 1.2 cm""}",Kas███r L███her█████████Pvt██████,belts,223.84000000000015
18985918,Tommy Hilfiger,Women Navy Blue Embroidered High-Neck Pure Cotton Bodysuit,4.1,11,2999,40.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Navy blue embroidered bodysuit has long sleeves, high-neck, and concealed press-studs at the crotch."",""material_and_care"":""94% Cotton 6% Elastane. Hand-wash"",""size_and_fit"":"". Size worn by the model: S. Chest: 39\"". Waist: 30\"". Hips: 38\"". Height: 6'2\"". ""}",PVH███VIN███ASH█████████TE ███████████████,bodysuit,1799.3999999999999
22120138,Ed-a-Mamma Baby,Infant Boys Pack Of 2 Printed Pure Cotton Bodysuit,4.2,5,999,30.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 30 days returns and exchanges"",""Try & Buy might be available""]","{""description"":""Pack of 2 printed body suits in blue & green, each has a round neck, short sleeves and button closures at the crotch and at the shoulders.Features: Our fabrics are all natural fiber based and biodegradableWe use safe dyes that are AZO freeOur prints are created just for you, designed to spark ideas and tell new storiesThe fabric scraps are repurposed to make hair bands and potli bagsOur garments have plastic-free and nickel free trims and buttonsWith every garment, we give you a seed ball. Sow it, water it, give it some sunshine\n"",""material_and_care"":""100% Cotton. Machine Wash""}",ETE███LIA███EAT█████████CHA█████████████████████ED,bodysuit,699.3
1728397,Mactree,Men Brown Solid Mid-Top Flat Boots,3.9,1727,9060,88.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""A pair of round-toe brown? flat boots, has mid-top styling, lace-up detailPU upper, has a reinforced heel collarCushioned footbedTextured and patterned outsoleWarranty: 30 daysWarranty provided by Brand Owner / Manufacturer"",""material_and_care"":""PU .  Wipe with a clean, dry cloth to remove dust""}",MAX███ IN███NAT██████,boots,1087.1999999999998
21427828,London Rag,Women Stiletto Heeled High-Top Boots,5.0,4,9599,60.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""A pair of solid knee length winter boots, has high-top ankle and slip on side zip fastening and pointed toeSuede solid upper materialCushioned footbedTextured and patterned outsole, has a stiletto heel"",""material_and_care"":""Suede. Wipe with a clean and dry cloth to remove dust"",""size_and_fit"":""Heel height: 11.15cm""}",VOL███FAS███N P█████████,boots,3839.6000000000004
17372928,The Souled Store,Men Blue & White Abstract Printed Boxers,4.5,22,799,54.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Items like innerwear, socks, certain accessories and some high-value fragile items do not come under our return policy""]","{""description"":""Blue, white and black printed boxers, has an inner elasticated waistband with slip-on closure, concealed fly and one back pocket"",""material_and_care"":""Cotton blend. Machine-wash"",""size_and_fit"":""The model (height 6') is wearing a size M""}",THE███ULE███TOR█████████D.,boxers,367.53999999999996
15115018,Jockey,Non-Wired Non-Padded Combed Cotton Workout Bra 1376-0105,4.4,1582,579,56.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Grey melange knitted sports braBasic slip-on with soft moulded seamless cups. Double layered cups & soft bottom band helps keep the bust firmly in placeWider straps for extra support & comfortBack style: RegularFeature: Modern styling provides freedom of movement & excellent fit"",""material_and_care"":""92% combed cotton, 8% elastane. Hand wash. Do not bleach. Do not wring. Drip dry in shade. Do not iron. Do not dry clean. Wash with like colours""}",Tru███m R███il,bra,254.76
22063882,GROVERSONS Paris Beauty,Non Padded Cotton Seamless Non-Wired T-shirt Bra,4.0,25,399,25.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""An edgier take on a basic style, this bra is the answer to all your everyday lingerie peeves. Each feature is meticulously defined to give you a smooth and supported look throughout the day.Features VANumber: BR056-SKIN-30BFull coverageNon-wired to retain natural lift and all-day comfortNon padded for minimal support and day long comfortSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""Cotton. Hand Wash""}",Gro███son███ppa█████████Ltd███,bra,299.25
19219450,Susie,Black Solid Cotton T-Shirt Bra - Anti-Odour,4.3,12,749,50.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""An edgier take on a basic style, this bra is the answer to all your everyday lingerie peeves. Each feature is meticulously defined to give you a smooth and supported look throughout the day.Features VANumber:DIP1003-BlackBeautyFull coverageNon-wired to retain natural lift and all-day comfortNon padded for minimal support and day long comfortSeamless cupsRegular strapsBack closureFeatures: all day comfort, Anti-Odour"",""material_and_care"":""Cotton. Hand-wash""}",GEN███AD ███AIL█████████LIM██████,bra,374.5
22196924,Zivame,Underwired Lightly Padded Pushup Bra,4.3,118,999,50.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Features:VANumber: zi102dfashagrenColor: Green and greyLightly Padded Pushup Bra Medium coverageUnderwired to provide an additional lift and optimal supportLightly padded for defined shaping of breastsSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""82% Nylon and 18% Spandex. Hand Wash""}",MIL███AR ███AIL█████████LIM██████,bra,499.5
19219468,Susie,Women  Black Solid Everyday Cotton Bra,4.0,6,699,43.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Designed to lend the right shape and lift to your bosom, this bra is a trendsetter. It will be an ideal addition to your lingerie range as it perfectly suits every topwear range.Features VANumber: EF005-BlackBeauty-32B-Black BeautyFull coverageNon-wired to retain natural lift and all-day comfortNon padded for minimal support and day long comfortSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""Cotton. Hand-wash""}",GEN███AD ███AIL█████████LIM██████,bra,398.43
22278620,Tweens,Pack Of 2 Non Padded Medium Support All Day Comfort Slip-On Seamless Bra,0.0,0,720,16.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Get the right kind of support and comfort that you've been looking for in this swanky bra. You are certainly going to look and feel beautiful any day of the year in this pick.Features VANumber: TW-9314-2PC-OFFWPack of 2Colour: Off whiteFull coverageNon-wired to retain natural lift and all-day comfortNon padded for minimal support and day long comfortSeamless cupsRegular strapsSlip-onFeatures: all day comfort"",""material_and_care"":""Polyester. Hand Wash"",""size_and_fit"":""Comfort Fit""}",Bel███Lin███ies█████████.,bra,604.8
19277544,Marks & Spencer,BOUTIQUE X DAMARIS Navy Blue Underwired Lightly Padded Balconette Bra,4.3,24,2999,60.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Bring home this ultra-soft bra which has been meticulously designed to lend accurate definition to your bustline. Say goodbye to visible bra outlines when you wear it underneath your favourite attire.Features VANumber: T817774Medium coverageUnderwired to provide an additional lift and optimal supportLightly padded for defined shaping of breastsCut and sew cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""54% Polyester, 41% Polyamide, 5% Elastane. Machine wash""}",Ret███Net███,bra,1199.6000000000001
18223842,max,Plus Size Non Padded Bra,4.1,37,449,20.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Bring home this ultra-soft bra which has been meticulously designed to lend accurate definition to your bustline. Say goodbye to visible bra outlines when you wear it underneath your favourite attire.Features Full coverageNon-wired to retain natural lift and all-day comfortSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""Cotton spandex""}",Unknown seller,bra,359.2
18656766,VStar,Beige Solid T-Shirt Bra,4.6,5,345,56.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""You'll always prefer to pick this flattering bra over other available options, owing to its comfort and longevity. Make an immediate inclusion of this trendsetting piece to your collection of intimate staples.Features VANumber:ELVINA-B-BEIGE SKIN-BEIGE SKINFull coverageNon-wired to retain natural lift and all-day comfortNon padded for minimal support and day long comfortSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""92% Cotton, 8% spandex. Hand Wash"",""size_and_fit"":""Regular Fit""}",V S███ CR███ION█████████,bra,151.79999999999998
18656764,VStar,Grey Solid T-Shirt Bra,4.3,6,345,56.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""This padded and non-wired cotton t-shirt bra can be used for everyday wear under t-shirts and tops to kurtas and shirts. The seamless cups provide for a smooth finish with no shows on your outfit and the brushed back hook & eye provides for extra comfort.Features VANumber:ELVINA-B-COOL GREY-COOL GREYFull coverageNon-wired to retain natural lift and all-day comfortNon padded for minimal support and day long comfortSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""92% Cotton, 8% spandex. Hand Wash"",""size_and_fit"":""Regular Fit""}",V S███ CR███ION█████████,bra,151.79999999999998
13523458,shyaway,Multicoloured Set of 3 Printed Underwired Lightly Padded Everyday Bra shya-com-217,4.3,6,2547,52.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Multicoloured printed full-coverage Everyday bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort"",""material_and_care"":""Nylon and elastane. Hand-wash""}",Unknown seller,bra,1222.56
18652628,max,Sea Green & Blue Floral Bra Lightly Padded SU22PDNW08MIST,4.2,5,649,20.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Designed to give you sheer comfort intertwined with a supportive fit, this bra deserves to be a new addition to your lingerie range. The overall silhouette is defined to give you a perfectly contoured look.Features VANumber: SU22PDNW08MISTMedium coverageNon-wired to retain natural lift and all-day comfortLightly padded for defined shaping of breastsSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""Cotton spandex. Hand wash""}",Unknown seller,bra,519.2
17774350,Zivame,Pink Lightly Padded T-shirt Bra,4.2,9,995,50.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns"",""This item is only returnable and not exchangeable""]","{""description"":""Make an interesting and drool-worthy addition to your collection of workout wear with this highly comfortable workout bra. Wear it to gift yourself ultimate support and definition required during workout sessions.Features VANumber: ZI10ZYFASHCORNGHalf coverageNon-wired to retain natural lift and all-day comfortLightly padded for defined shaping of breastsSeamless cupsRegular strapsBack closureFeatures: all day comfort"",""material_and_care"":""100% Polyester. Hand wash""}",Unknown seller,bra,497.5
16704504,ZINU,Women Silver-Toned Brass Cubic Zirconia Rhodium-Plated Charm Bracelet,4.1,7,699,45.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Silver-toned charm bracelet  Material and stone type: brass with cubic zirconia  Plating: rhodium-plated  Closure: drawstring "",""material_and_care"":""Material and stone type: brass with cubic zirconia. Avoid contact with water and perfume"",""size_and_fit"":""Length:19cm""}",SAN███UNE███,bracelet,384.45
21873792,KARATCART,Cubic Zirconia Silver-Plated Wraparound Bracelet,4.6,5,3397,76.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Silver-toned and blue handcrafted wraparound bracelet  Material and stone type: alloy with cubic zirconia  Plating: silver-plated  Closure: hook "",""material_and_care"":""Material: Alloy. Plating: Silver-Plated. Stone type: Cubic Zirconia. Care Instructions: Wipe your jewellery with a soft cloth after every use. Always store your jewellery in a flat box to avoid accidental scratches. Keep sprays and perfumes away from your jewellery. Do not soak your jewellery in water. Clean your jewellery using a soft brush, dipped in jewellery cleaning solution only"",""size_and_fit"":""Length:19.9cm""}",KOK███V G███AL █████████,bracelet,815.2799999999997
21573578,Jewels Galaxy,Women Brass Gold-Plated Bangle-Style Bracelet,4.2,24,1329,77.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Bangle-style braceletMaterial and stone type: brassPlating: gold-platedClosure: slip-on"",""material_and_care"":""Material &amp; Care. Material: Brass. Plated: Gold-Plated. Care Instructions. Wipe your jewellery with a soft cloth after every use. Always store your jewellery in a flat box to avoid accidental scratches. Keep sprays and perfumes away from your jewellery. Do not soak your jewellery in water. Clean your jewellery using a soft brush, dipped in jewellery cleaning solution only"",""size_and_fit"":""Length - 6.83 cm, Width - 1.59 cm""}",RS ███els███,bracelet,305.66999999999996
18100576,MINUTIAE,Women Gold-Toned & White Brass Crystals Handcrafted Gold-Plated Bangle-Style Bracelet,3.2,13,1499,70.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days returns and exchanges""]","{""description"":""Gold-toned and white handcrafted bangle-style bracelet  Material and stone type: brass with crystals  Plating: gold-plated  Closure: interlock  Warranty: 3 months  Warranty provided by brand owner/manufacturer"",""material_and_care"":""Brass. Avoid contact with water &amp; perfume"",""size_and_fit"":""Size: 6.5Inch""}",Unknown seller,bracelet,449.70000000000005
18532334,Pepe Jeans,Men Green Printed Cotton Basic Briefs,0.0,0,459,20.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Items like innerwear, socks, certain accessories and some high-value fragile items do not come under our return policy""]","{""description"":""Made of ultra-soft premium enriched egyptian cotton, Soft, double-layred pouch lends you additional support. Smooth and durable waistband provides comfortable grip. Soft breezy rib fabric promises maximum breathability, Enjoy label -free comfort all day long. This product is treated with ultra fresh a technology that restricts microbial growth keeps the fabric hygienic and fresh for long hours and your innewear completely odour -free.Key Feature:Intellifresh Technology: Ultra soft combed cotton, makes you feel cool and comfortable all day. Fabric covered leg elastic gives full hip coverage and perfect fit around the leg. Contrast piping for stylish look.Elastic Wasitband: Nylon stretch jacquard waistband is soothing to the skin. The waistband is made from high-quality elastic which can stretch upto 6 inches to ensure maximum flexibility and lasts really long.100% Cotton: These brief innerwear are made from 100% Natural Cotton grown in India. No harmful colours or chemicals are used in the making of this product, to ensure that there is no skin irritation to the user.The fabrics are pre-tested and pre-washed to ensure highest quality is maintained and that the color does not run.Relaxed Fit: A relaxed fit makes these shorts the perfect sleepwear companion. Ideal to just lounge at home, Enjoy label-free comfort all day long.Wash Care: These boxer shorts are very easy to take care of. A regular cold machine wash and dry in shade is recommended. Do not use bleach or any coloring agents."",""material_and_care"":""Cotton. Wash at 40C. Do not bleach. Tumble Dry, Low temperature. Iron Stream or  dry with low heat. Do not dry clean""}",Vis███ St███,briefs,367.2
16696094,Van Heusen,Men Swift Dry High Stretch Mesh AIR Series Active Briefs 8905325842743,4.6,192,649,56.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Items like innerwear, socks, certain accessories and some high-value fragile items do not come under our return policy""]","{""description"":""Black solid mid-rise briefs, has an outer elasticated waistband and a double layered contoured pouchAIR: Van Heusen AIR brief is made with innovative, breathable, ultra soft fabric equipped with Swift Dry technology which is super soft on your skin while also drawing perspiration from it and keeping it cool and dry.Swift Dry: Swift Dry Technology draws perspiration from the skin; keeping the body cool, dry and comfortable. Especially made for active-wear use.Ultra Light Mesh Fabric With High Stretch: Easy to flex, the stretchable fabric construction enhances comfort and flexibility and allows ease in movement.Sweat Free and Active: Stay Sweat Free and Active all day, thanks to the fabrics.Label Free Comfort: The label free design ensures you stay at ease without any skin irritation for hours.85% Polyamide, 15% Elastane: An optimum amount of stretch allows ease in movement and comfort to the wearer."",""material_and_care"":""85% polyamide, 15% elastane. Machine wash cold"",""size_and_fit"":""The model (height 6') is wearing size M""}",Wes███ry ███din█████████d_M██████,briefs,285.55999999999995
21867416,DressBerry,Women Boy Shorts Brief,4.1,14,299,28.0,INR,"[""100% Original Products"",""Pay on delivery might be available"",""Items like innerwear, socks, certain accessories and some high-value fragile items do not come under our return policy""]","{""description"":""Peach-coloured solid boy shorts briefs, has an elasticated waistband with double layered gussetVANumber: DB-JOY-PCH-1Type: Boy shortsMid RiseWaist band :Inner Elastic"",""material_and_care"":""95% Cotton and 5% Spandex. Hand wash""}",VAC███CRE███ONS███,briefs,215.27999999999997
